ActivityIdentifier,ActivityTypeCode,ActivityMediaName,OrganizationIdentifier,StartDate,StartTime,ProjectIdentifier,MonitoringLocationIdentifier,SubmitData
Mat 0.3a-20231113-SR,Sample-Routine,Water,ClallamCoDCD,2023-11-13,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20231211-SR,Sample-Routine,Water,ClallamCoDCD,2023-12-11,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20240109-SR,Sample-Routine,Water,ClallamCoDCD,2024-01-09,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20240222-SR,Sample-Routine,Water,ClallamCoDCD,2024-02-22,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20240312-SR,Sample-Routine,Water,ClallamCoDCD,2024-03-12,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20240402-SR,Sample-Routine,Water,ClallamCoDCD,2024-04-02,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20240514-SR,Sample-Routine,Water,ClallamCoDCD,2024-05-14,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20240611-SR,Sample-Routine,Water,ClallamCoDCD,2024-06-11,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20240709-SR,Sample-Routine,Water,ClallamCoDCD,2024-07-09,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20240813-SR,Sample-Routine,Water,ClallamCoDCD,2024-08-13,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20240917-SR,Sample-Routine,Water,ClallamCoDCD,2024-09-17,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20241008-SR,Sample-Routine,Water,ClallamCoDCD,2024-10-08,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20241112-SR,Sample-Routine,Water,ClallamCoDCD,2024-11-12,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
Mat 0.3a-20241210-SR,Sample-Routine,Water,ClallamCoDCD,2024-12-10,12:00:00,ClallamTrendsPIC,Mat 0.3a,1
MB 0.1-20150512-SR,Sample-Routine,Water,ClallamCoDCD,2015-05-12,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20150611-SR,Sample-Routine,Water,ClallamCoDCD,2015-06-11,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20150707-SR,Sample-Routine,Water,ClallamCoDCD,2015-07-07,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20150813-SR,Sample-Routine,Water,ClallamCoDCD,2015-08-13,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20150910-SR,Sample-Routine,Water,ClallamCoDCD,2015-09-10,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20151008-SR,Sample-Routine,Water,ClallamCoDCD,2015-10-08,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20151123-SR,Sample-Routine,Water,ClallamCoDCD,2015-11-23,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20151217-SR,Sample-Routine,Water,ClallamCoDCD,2015-12-17,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20160125-SR,Sample-Routine,Water,ClallamCoDCD,2016-01-25,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20160217-SR,Sample-Routine,Water,ClallamCoDCD,2016-02-17,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20160315-SR,Sample-Routine,Water,ClallamCoDCD,2016-03-15,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20160411-SR,Sample-Routine,Water,ClallamCoDCD,2016-04-11,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20160517-SR,Sample-Routine,Water,ClallamCoDCD,2016-05-17,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20160621-SR,Sample-Routine,Water,ClallamCoDCD,2016-06-21,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20160719-SR,Sample-Routine,Water,ClallamCoDCD,2016-07-19,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20160815-SR,Sample-Routine,Water,ClallamCoDCD,2016-08-15,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20160920-SR,Sample-Routine,Water,ClallamCoDCD,2016-09-20,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20161114-SR,Sample-Routine,Water,ClallamCoDCD,2016-11-14,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.1-20180813-SR,Sample-Routine,Water,ClallamCoDCD,2018-08-13,12:00:00,ClallamTrendsPIC,MB 0.1,1
MB 0.2-20161213-SR,Sample-Routine,Water,ClallamCoDCD,2016-12-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20170109-SR,Sample-Routine,Water,ClallamCoDCD,2017-01-09,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20170214-SR,Sample-Routine,Water,ClallamCoDCD,2017-02-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20170314-SR,Sample-Routine,Water,ClallamCoDCD,2017-03-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20170417-SR,Sample-Routine,Water,ClallamCoDCD,2017-04-17,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20170509-SR,Sample-Routine,Water,ClallamCoDCD,2017-05-09,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20170613-SR,Sample-Routine,Water,ClallamCoDCD,2017-06-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20170718-SR,Sample-Routine,Water,ClallamCoDCD,2017-07-18,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20170814-SR,Sample-Routine,Water,ClallamCoDCD,2017-08-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20170919-SR,Sample-Routine,Water,ClallamCoDCD,2017-09-19,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20171010-SR,Sample-Routine,Water,ClallamCoDCD,2017-10-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20171113-SR,Sample-Routine,Water,ClallamCoDCD,2017-11-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20171212-SR,Sample-Routine,Water,ClallamCoDCD,2017-12-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20180108-SR,Sample-Routine,Water,ClallamCoDCD,2018-01-08,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20180213-SR,Sample-Routine,Water,ClallamCoDCD,2018-02-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20180313-SR,Sample-Routine,Water,ClallamCoDCD,2018-03-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20180416-SR,Sample-Routine,Water,ClallamCoDCD,2018-04-16,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20180515-SR,Sample-Routine,Water,ClallamCoDCD,2018-05-15,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20180612-SR,Sample-Routine,Water,ClallamCoDCD,2018-06-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20180710-SR,Sample-Routine,Water,ClallamCoDCD,2018-07-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20180911-SR,Sample-Routine,Water,ClallamCoDCD,2018-09-11,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20181009-SR,Sample-Routine,Water,ClallamCoDCD,2018-10-09,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20181113-SR,Sample-Routine,Water,ClallamCoDCD,2018-11-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20181211-SR,Sample-Routine,Water,ClallamCoDCD,2018-12-11,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20190107-SR,Sample-Routine,Water,ClallamCoDCD,2019-01-07,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20190226-SR,Sample-Routine,Water,ClallamCoDCD,2019-02-26,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20190312-SR,Sample-Routine,Water,ClallamCoDCD,2019-03-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20190415-SR,Sample-Routine,Water,ClallamCoDCD,2019-04-15,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20190514-SR,Sample-Routine,Water,ClallamCoDCD,2019-05-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20190611-SR,Sample-Routine,Water,ClallamCoDCD,2019-06-11,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20190709-SR,Sample-Routine,Water,ClallamCoDCD,2019-07-09,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20190812-SR,Sample-Routine,Water,ClallamCoDCD,2019-08-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20190910-SR,Sample-Routine,Water,ClallamCoDCD,2019-09-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20191008-SR,Sample-Routine,Water,ClallamCoDCD,2019-10-08,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20191112-SR,Sample-Routine,Water,ClallamCoDCD,2019-11-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20191210-SR,Sample-Routine,Water,ClallamCoDCD,2019-12-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20200121-SR,Sample-Routine,Water,ClallamCoDCD,2020-01-21,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20200211-SR,Sample-Routine,Water,ClallamCoDCD,2020-02-11,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20200310-SR,Sample-Routine,Water,ClallamCoDCD,2020-03-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20200412-SR,Sample-Routine,Water,ClallamCoDCD,2020-04-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20200512-SR,Sample-Routine,Water,ClallamCoDCD,2020-05-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20200615-SR,Sample-Routine,Water,ClallamCoDCD,2020-06-15,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20200714-SR,Sample-Routine,Water,ClallamCoDCD,2020-07-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20200812-SR,Sample-Routine,Water,ClallamCoDCD,2020-08-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20200928-SR,Sample-Routine,Water,ClallamCoDCD,2020-09-28,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20201012-SR,Sample-Routine,Water,ClallamCoDCD,2020-10-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20201116-SR,Sample-Routine,Water,ClallamCoDCD,2020-11-16,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20201207-SR,Sample-Routine,Water,ClallamCoDCD,2020-12-07,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20210111-SR,Sample-Routine,Water,ClallamCoDCD,2021-01-11,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20210209-SR,Sample-Routine,Water,ClallamCoDCD,2021-02-09,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20210308-SR,Sample-Routine,Water,ClallamCoDCD,2021-03-08,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20210419-SR,Sample-Routine,Water,ClallamCoDCD,2021-04-19,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20210510-SR,Sample-Routine,Water,ClallamCoDCD,2021-05-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20210614-SR,Sample-Routine,Water,ClallamCoDCD,2021-06-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20210712-SR,Sample-Routine,Water,ClallamCoDCD,2021-07-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20210809-SR,Sample-Routine,Water,ClallamCoDCD,2021-08-09,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20210913-SR,Sample-Routine,Water,ClallamCoDCD,2021-09-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20211011-SR,Sample-Routine,Water,ClallamCoDCD,2021-10-11,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20211108-SR,Sample-Routine,Water,ClallamCoDCD,2021-11-08,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20211213-SR,Sample-Routine,Water,ClallamCoDCD,2021-12-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20220110-SR,Sample-Routine,Water,ClallamCoDCD,2022-01-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20220214-SR,Sample-Routine,Water,ClallamCoDCD,2022-02-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20220314-SR,Sample-Routine,Water,ClallamCoDCD,2022-03-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20220426-SR,Sample-Routine,Water,ClallamCoDCD,2022-04-26,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20220509-SR,Sample-Routine,Water,ClallamCoDCD,2022-05-09,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20220613-SR,Sample-Routine,Water,ClallamCoDCD,2022-06-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20220712-SR,Sample-Routine,Water,ClallamCoDCD,2022-07-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20220808-SR,Sample-Routine,Water,ClallamCoDCD,2022-08-08,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20220912-SR,Sample-Routine,Water,ClallamCoDCD,2022-09-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20221010-SR,Sample-Routine,Water,ClallamCoDCD,2022-10-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20221114-SR,Sample-Routine,Water,ClallamCoDCD,2022-11-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20221205-SR,Sample-Routine,Water,ClallamCoDCD,2022-12-05,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20230213-SR,Sample-Routine,Water,ClallamCoDCD,2023-02-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20230313-SR,Sample-Routine,Water,ClallamCoDCD,2023-03-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20230410-SR,Sample-Routine,Water,ClallamCoDCD,2023-04-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20230515-SR,Sample-Routine,Water,ClallamCoDCD,2023-05-15,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20230612-SR,Sample-Routine,Water,ClallamCoDCD,2023-06-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20230710-SR,Sample-Routine,Water,ClallamCoDCD,2023-07-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20230814-SR,Sample-Routine,Water,ClallamCoDCD,2023-08-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20230911-SR,Sample-Routine,Water,ClallamCoDCD,2023-09-11,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20231009-SR,Sample-Routine,Water,ClallamCoDCD,2023-10-09,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20231113-SR,Sample-Routine,Water,ClallamCoDCD,2023-11-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20231211-SR,Sample-Routine,Water,ClallamCoDCD,2023-12-11,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20240109-SR,Sample-Routine,Water,ClallamCoDCD,2024-01-09,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20240222-SR,Sample-Routine,Water,ClallamCoDCD,2024-02-22,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20240312-SR,Sample-Routine,Water,ClallamCoDCD,2024-03-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20240402-SR,Sample-Routine,Water,ClallamCoDCD,2024-04-02,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20240514-SR,Sample-Routine,Water,ClallamCoDCD,2024-05-14,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20240611-SR,Sample-Routine,Water,ClallamCoDCD,2024-06-11,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20240709-SR,Sample-Routine,Water,ClallamCoDCD,2024-07-09,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20240813-SR,Sample-Routine,Water,ClallamCoDCD,2024-08-13,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20240917-SR,Sample-Routine,Water,ClallamCoDCD,2024-09-17,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20241008-SR,Sample-Routine,Water,ClallamCoDCD,2024-10-08,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20241112-SR,Sample-Routine,Water,ClallamCoDCD,2024-11-12,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.2-20241210-SR,Sample-Routine,Water,ClallamCoDCD,2024-12-10,12:00:00,ClallamTrendsPIC,MB 0.2,1
MB 0.6-20161114-SR,Sample-Routine,Water,ClallamCoDCD,2016-11-14,12:00:00,ClallamTrendsPIC,MB 0.6,1
MB 1.8-20161018-SR,Sample-Routine,Water,ClallamCoDCD,2016-10-18,12:00:00,ClallamTrendsPIC,MB 1.8,1
MBS 0.23-20150512-SR,Sample-Routine,Water,ClallamCoDCD,2015-05-12,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20150611-SR,Sample-Routine,Water,ClallamCoDCD,2015-06-11,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20150707-SR,Sample-Routine,Water,ClallamCoDCD,2015-07-07,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20150813-SR,Sample-Routine,Water,ClallamCoDCD,2015-08-13,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20150910-SR,Sample-Routine,Water,ClallamCoDCD,2015-09-10,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20151008-SR,Sample-Routine,Water,ClallamCoDCD,2015-10-08,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20151123-SR,Sample-Routine,Water,ClallamCoDCD,2015-11-23,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20151217-SR,Sample-Routine,Water,ClallamCoDCD,2015-12-17,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20160125-SR,Sample-Routine,Water,ClallamCoDCD,2016-01-25,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20160217-SR,Sample-Routine,Water,ClallamCoDCD,2016-02-17,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20160315-SR,Sample-Routine,Water,ClallamCoDCD,2016-03-15,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20160411-SR,Sample-Routine,Water,ClallamCoDCD,2016-04-11,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20160517-SR,Sample-Routine,Water,ClallamCoDCD,2016-05-17,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20160621-SR,Sample-Routine,Water,ClallamCoDCD,2016-06-21,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20160719-SR,Sample-Routine,Water,ClallamCoDCD,2016-07-19,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20160815-SR,Sample-Routine,Water,ClallamCoDCD,2016-08-15,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20160920-SR,Sample-Routine,Water,ClallamCoDCD,2016-09-20,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20161018-SR,Sample-Routine,Water,ClallamCoDCD,2016-10-18,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20161114-SR,Sample-Routine,Water,ClallamCoDCD,2016-11-14,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20161213-SR,Sample-Routine,Water,ClallamCoDCD,2016-12-13,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20170109-SR,Sample-Routine,Water,ClallamCoDCD,2017-01-09,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20170214-SR,Sample-Routine,Water,ClallamCoDCD,2017-02-14,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20170314-SR,Sample-Routine,Water,ClallamCoDCD,2017-03-14,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20170417-SR,Sample-Routine,Water,ClallamCoDCD,2017-04-17,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20170509-SR,Sample-Routine,Water,ClallamCoDCD,2017-05-09,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20170613-SR,Sample-Routine,Water,ClallamCoDCD,2017-06-13,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20170718-SR,Sample-Routine,Water,ClallamCoDCD,2017-07-18,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20170814-SR,Sample-Routine,Water,ClallamCoDCD,2017-08-14,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20170919-SR,Sample-Routine,Water,ClallamCoDCD,2017-09-19,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20171010-SR,Sample-Routine,Water,ClallamCoDCD,2017-10-10,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20171113-SR,Sample-Routine,Water,ClallamCoDCD,2017-11-13,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20171212-SR,Sample-Routine,Water,ClallamCoDCD,2017-12-12,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20180108-SR,Sample-Routine,Water,ClallamCoDCD,2018-01-08,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20180213-SR,Sample-Routine,Water,ClallamCoDCD,2018-02-13,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20180313-SR,Sample-Routine,Water,ClallamCoDCD,2018-03-13,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20180416-SR,Sample-Routine,Water,ClallamCoDCD,2018-04-16,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20180515-SR,Sample-Routine,Water,ClallamCoDCD,2018-05-15,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20180612-SR,Sample-Routine,Water,ClallamCoDCD,2018-06-12,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20180710-SR,Sample-Routine,Water,ClallamCoDCD,2018-07-10,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20180813-SR,Sample-Routine,Water,ClallamCoDCD,2018-08-13,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20180911-SR,Sample-Routine,Water,ClallamCoDCD,2018-09-11,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20181009-SR,Sample-Routine,Water,ClallamCoDCD,2018-10-09,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20181113-SR,Sample-Routine,Water,ClallamCoDCD,2018-11-13,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20181211-SR,Sample-Routine,Water,ClallamCoDCD,2018-12-11,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20190107-SR,Sample-Routine,Water,ClallamCoDCD,2019-01-07,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20190226-SR,Sample-Routine,Water,ClallamCoDCD,2019-02-26,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20190312-SR,Sample-Routine,Water,ClallamCoDCD,2019-03-12,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20190415-SR,Sample-Routine,Water,ClallamCoDCD,2019-04-15,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20190514-SR,Sample-Routine,Water,ClallamCoDCD,2019-05-14,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20190611-SR,Sample-Routine,Water,ClallamCoDCD,2019-06-11,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20190709-SR,Sample-Routine,Water,ClallamCoDCD,2019-07-09,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20190812-SR,Sample-Routine,Water,ClallamCoDCD,2019-08-12,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20190910-SR,Sample-Routine,Water,ClallamCoDCD,2019-09-10,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20191008-SR,Sample-Routine,Water,ClallamCoDCD,2019-10-08,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20191112-SR,Sample-Routine,Water,ClallamCoDCD,2019-11-12,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20191210-SR,Sample-Routine,Water,ClallamCoDCD,2019-12-10,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20200121-SR,Sample-Routine,Water,ClallamCoDCD,2020-01-21,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20200211-SR,Sample-Routine,Water,ClallamCoDCD,2020-02-11,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20200310-SR,Sample-Routine,Water,ClallamCoDCD,2020-03-10,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20200412-SR,Sample-Routine,Water,ClallamCoDCD,2020-04-12,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20200512-SR,Sample-Routine,Water,ClallamCoDCD,2020-05-12,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20200615-SR,Sample-Routine,Water,ClallamCoDCD,2020-06-15,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20200714-SR,Sample-Routine,Water,ClallamCoDCD,2020-07-14,12:00:00,ClallamTrendsPIC,MBS 0.23,1
MBS 0.23-20230313-SR,Sample-Routine,Water,ClallamCoDCD,2023-03-13,12:00:00,ClallamTrendsPIC,MBS 0.23,1
No Na 0.03-20151124-SR,Sample-Routine,Water,ClallamCoDCD,2015-11-24,12:00:00,ClallamTrendsPIC,No Na 0.03,1
No Na 0.03-20160126-SR,Sample-Routine,Water,ClallamCoDCD,2016-01-26,12:00:00,ClallamTrendsPIC,No Na 0.03,1
No Na 0.03-20160412-SR,Sample-Routine,Water,ClallamCoDCD,2016-04-12,12:00:00,ClallamTrendsPIC,No Na 0.03,1
No Na 0.03-20160816-SR,Sample-Routine,Water,ClallamCoDCD,2016-08-16,12:00:00,ClallamTrendsPIC,No Na 0.03,1
