ActivityIdentifier,OrganizationIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,ResultValueTypeName,SubmitData
GSS 0.0-20220712-SR,ClallamCoDCD,Ammonia-nitrogen,46.8,mg/l,Final,Actual,1
GSS 0.0-20220712-SR,ClallamCoDCD,Nitrogen,589.06,mg/l,Final,Actual,1
GSS 0.0-20220712-SR,ClallamCoDCD,Phosphorus,103.42,mg/l,Final,Actual,1
GSS 0.0-20220712-SR,ClallamCoDCD,Silicate,1579.38,mg/l,Final,Actual,1
GSS 0.0-20220808-SR,ClallamCoDCD,"Temperature, water",21.3,deg C,Final,Actual,1
GSS 0.0-20220808-SR,ClallamCoDCD,pH,8.3,None,Final,Actual,1
GSS 0.0-20220808-SR,ClallamCoDCD,Dissolved oxygen (DO),10,mg/l,Final,Actual,1
GSS 0.0-20220808-SR,ClallamCoDCD,Specific conductance,34127,mS/cm,Final,Actual,1
GSS 0.0-20220808-SR,ClallamCoDCD,Salinity,21.5,ppt,Final,Actual,1
GSS 0.0-20220808-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
GSS 0.0-20220808-SR,ClallamCoDCD,Fecal Coliform,24,cfu/100ml,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,"Temperature, water",17.5,deg C,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Dissolved oxygen (DO),9.6,mg/l,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Specific conductance,35000,mS/cm,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Salinity,22.5,ppt,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Fecal Coliform,6,cfu/100ml,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Nitrate,3.92,mg/l,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Nitrite,3.84,mg/l,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Ammonia-nitrogen,91.7,mg/l,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Nitrogen,508.94,mg/l,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Phosphorus,79.69,mg/l,Final,Actual,1
GSS 0.0-20220912-SR,ClallamCoDCD,Silicate,971.99,mg/l,Final,Actual,1
GSS 0.0-20221010-SR,ClallamCoDCD,"Temperature, water",14.2,deg C,Final,Actual,1
GSS 0.0-20221010-SR,ClallamCoDCD,pH,8.1,None,Final,Actual,1
GSS 0.0-20221010-SR,ClallamCoDCD,Dissolved oxygen (DO),9.9,mg/l,Final,Actual,1
GSS 0.0-20221010-SR,ClallamCoDCD,Specific conductance,42194,mS/cm,Final,Actual,1
GSS 0.0-20221010-SR,ClallamCoDCD,Salinity,27.1,ppt,Final,Actual,1
GSS 0.0-20221010-SR,ClallamCoDCD,Turbidity,5,FNU,Final,Actual,1
GSS 0.0-20221010-SR,ClallamCoDCD,Fecal Coliform,10,cfu/100ml,Final,Actual,1
GSS 0.0-20221010-SR,ClallamCoDCD,Gage height,-0.8,ft,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,"Temperature, water",8.7,deg C,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,pH,7,None,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Dissolved oxygen (DO),0,mg/l,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Specific conductance,16680,mS/cm,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Salinity,9.8,ppt,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Turbidity,47,FNU,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Fecal Coliform,170,cfu/100ml,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Nitrate,21.88,mg/l,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Nitrite,3.88,mg/l,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Ammonia-nitrogen,768.5,mg/l,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Nitrogen,1929.61,mg/l,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Phosphorus,350.25,mg/l,Final,Actual,1
GSS 0.0-20221114-SR,ClallamCoDCD,Silicate,6284.13,mg/l,Final,Actual,1
GSS 0.0-20221205-SR,ClallamCoDCD,"Temperature, water",6.1,deg C,Final,Actual,1
GSS 0.0-20221205-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
GSS 0.0-20221205-SR,ClallamCoDCD,Dissolved oxygen (DO),7.5,mg/l,Final,Actual,1
GSS 0.0-20221205-SR,ClallamCoDCD,Specific conductance,48606,mS/cm,Final,Actual,1
GSS 0.0-20221205-SR,ClallamCoDCD,Salinity,31.2,ppt,Final,Actual,1
GSS 0.0-20221205-SR,ClallamCoDCD,Turbidity,10,FNU,Final,Actual,1
GSS 0.0-20221205-SR,ClallamCoDCD,Fecal Coliform,48,cfu/100ml,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,"Temperature, water",7.4,deg C,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Dissolved oxygen (DO),9.4,mg/l,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Specific conductance,47501,mS/cm,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Salinity,30.9,ppt,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Turbidity,8,FNU,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Fecal Coliform,10,cfu/100ml,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Nitrate,346.34,mg/l,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Nitrite,4.72,mg/l,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Ammonia-nitrogen,23.6,mg/l,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Nitrogen,413.69,mg/l,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Phosphorus,87.35,mg/l,Final,Actual,1
GSS 0.0-20230109-SR,ClallamCoDCD,Silicate,1145.38,mg/l,Final,Actual,1
GSS 0.0-20230213-SR,ClallamCoDCD,"Temperature, water",6,deg C,Final,Actual,1
GSS 0.0-20230213-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
GSS 0.0-20230213-SR,ClallamCoDCD,Dissolved oxygen (DO),11.4,mg/l,Final,Actual,1
GSS 0.0-20230213-SR,ClallamCoDCD,Specific conductance,9842,mS/cm,Final,Actual,1
GSS 0.0-20230213-SR,ClallamCoDCD,Salinity,5.5,ppt,Final,Actual,1
GSS 0.0-20230213-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
GSS 0.0-20230213-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,"Temperature, water",7.5,deg C,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Dissolved oxygen (DO),9.3,mg/l,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Specific conductance,26524,mS/cm,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Salinity,16,ppt,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Fecal Coliform,12,cfu/100ml,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Nitrate,50.48,mg/l,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Nitrite,1.29,mg/l,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Ammonia-nitrogen,30.1,mg/l,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Nitrogen,515.25,mg/l,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Phosphorus,99.61,mg/l,Final,Actual,1
GSS 0.0-20230313-SR,ClallamCoDCD,Silicate,3456.3,mg/l,Final,Actual,1
GSS 0.0-20230410-SR,ClallamCoDCD,"Temperature, water",11.5,deg C,Final,Actual,1
GSS 0.0-20230410-SR,ClallamCoDCD,pH,6.9,None,Final,Actual,1
GSS 0.0-20230410-SR,ClallamCoDCD,Dissolved oxygen (DO),1.7,mg/l,Final,Actual,1
GSS 0.0-20230410-SR,ClallamCoDCD,Specific conductance,34577,mS/cm,Final,Actual,1
GSS 0.0-20230410-SR,ClallamCoDCD,Salinity,22,ppt,Final,Actual,1
GSS 0.0-20230410-SR,ClallamCoDCD,Turbidity,27,FNU,Final,Actual,1
GSS 0.0-20230410-SR,ClallamCoDCD,Fecal Coliform,4,cfu/100ml,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,"Temperature, water",24,deg C,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Dissolved oxygen (DO),6.8,mg/l,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Specific conductance,40457,mS/cm,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Salinity,25.9,ppt,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Fecal Coliform,24,cfu/100ml,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Nitrate,5.43,mg/l,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Nitrite,1.59,mg/l,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Ammonia-nitrogen,139.9,mg/l,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Nitrogen,826.37,mg/l,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Phosphorus,145.62,mg/l,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Silicate,1404.52,mg/l,Final,Actual,1
GSS 0.0-20230515-SR,ClallamCoDCD,Gage height,-0.7,ft,Final,Actual,1
GSS 0.0-20230612-SR,ClallamCoDCD,"Temperature, water",22,deg C,Final,Actual,1
GSS 0.0-20230612-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
GSS 0.0-20230612-SR,ClallamCoDCD,Dissolved oxygen (DO),8.2,mg/l,Final,Actual,1
GSS 0.0-20230612-SR,ClallamCoDCD,Specific conductance,44216,mS/cm,Final,Actual,1
GSS 0.0-20230612-SR,ClallamCoDCD,Salinity,28.6,ppt,Final,Actual,1
GSS 0.0-20230612-SR,ClallamCoDCD,Turbidity,5,FNU,Final,Actual,1
GSS 0.0-20230612-SR,ClallamCoDCD,Fecal Coliform,8,cfu/100ml,Final,Actual,1
GSS 0.0-20230710-SR,ClallamCoDCD,"Temperature, water",17,deg C,Final,Actual,1
GSS 0.0-20230710-SR,ClallamCoDCD,pH,8.2,None,Final,Actual,1
GSS 0.0-20230710-SR,ClallamCoDCD,Dissolved oxygen (DO),7.6,mg/l,Final,Actual,1
GSS 0.0-20230710-SR,ClallamCoDCD,Specific conductance,46966,mS/cm,Final,Actual,1
GSS 0.0-20230710-SR,ClallamCoDCD,Salinity,30.6,ppt,Final,Actual,1
GSS 0.0-20230710-SR,ClallamCoDCD,Turbidity,5,FNU,Final,Actual,1
GSS 0.0-20230710-SR,ClallamCoDCD,Fecal Coliform,149,cfu/100ml,Final,Actual,1
GSS 0.0-20230710-SR,ClallamCoDCD,Gage height,-0.8,ft,Final,Actual,1
GSS 0.0-20230814-SR,ClallamCoDCD,"Temperature, water",20.7,deg C,Final,Actual,1
GSS 0.0-20230814-SR,ClallamCoDCD,pH,8.1,None,Final,Actual,1
GSS 0.0-20230814-SR,ClallamCoDCD,Dissolved oxygen (DO),9.2,mg/l,Final,Actual,1
GSS 0.0-20230814-SR,ClallamCoDCD,Specific conductance,48891,mS/cm,Final,Actual,1
GSS 0.0-20230814-SR,ClallamCoDCD,Salinity,32,ppt,Final,Actual,1
GSS 0.0-20230814-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
GSS 0.0-20230814-SR,ClallamCoDCD,Fecal Coliform,16,cfu/100ml,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,"Temperature, water",17.3,deg C,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,Dissolved oxygen (DO),8.5,mg/l,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,Specific conductance,46406,mS/cm,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,Salinity,30.2,ppt,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,Fecal Coliform,40,cfu/100ml,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,Nitrate,7.9,mg/l,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,Nitrite,6.9,mg/l,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,Ammonia-nitrogen,119.9,mg/l,Final,Actual,1
GSS 0.0-20230911-SR,ClallamCoDCD,Silicate,2046.89,mg/l,Final,Actual,1
GSS 0.0-20231009-SR,ClallamCoDCD,"Temperature, water",13.8,deg C,Final,Actual,1
GSS 0.0-20231009-SR,ClallamCoDCD,pH,7.1,None,Final,Actual,1
GSS 0.0-20231009-SR,ClallamCoDCD,Dissolved oxygen (DO),0.5,mg/l,Final,Actual,1
GSS 0.0-20231009-SR,ClallamCoDCD,Specific conductance,21843,mS/cm,Final,Actual,1
GSS 0.0-20231009-SR,ClallamCoDCD,Salinity,13.2,ppt,Final,Actual,1
GSS 0.0-20231009-SR,ClallamCoDCD,Turbidity,34,FNU,Final,Actual,1
GSS 0.0-20231009-SR,ClallamCoDCD,Fecal Coliform,240,cfu/100ml,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,"Temperature, water",9.3,deg C,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,pH,6.7,None,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,Dissolved oxygen (DO),0.8,mg/l,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,Specific conductance,46246,mS/cm,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,Salinity,29.8,ppt,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,Turbidity,7,FNU,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,Fecal Coliform,24,cfu/100ml,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,Nitrate,20.57,mg/l,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,Nitrite,7.13,mg/l,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,Ammonia-nitrogen,706.3,mg/l,Final,Actual,1
GSS 0.0-20231113-SR,ClallamCoDCD,Silicate,6332.8,mg/l,Final,Actual,1
GSS 0.0-20231211-SR,ClallamCoDCD,"Temperature, water",9,deg C,Final,Actual,1
GSS 0.0-20231211-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
GSS 0.0-20231211-SR,ClallamCoDCD,Dissolved oxygen (DO),8.1,mg/l,Final,Actual,1
GSS 0.0-20231211-SR,ClallamCoDCD,Specific conductance,44900,mS/cm,Final,Actual,1
GSS 0.0-20231211-SR,ClallamCoDCD,Salinity,28.2,ppt,Final,Actual,1
GSS 0.0-20231211-SR,ClallamCoDCD,Turbidity,13,FNU,Final,Actual,1
GSS 0.0-20231211-SR,ClallamCoDCD,Fecal Coliform,72,cfu/100ml,Final,Actual,1
GSS 0.0-20240109-SR,ClallamCoDCD,"Temperature, water",7.9,deg C,Final,Actual,1
GSS 0.0-20240109-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
GSS 0.0-20240109-SR,ClallamCoDCD,Dissolved oxygen (DO),8.4,mg/l,Final,Actual,1
GSS 0.0-20240109-SR,ClallamCoDCD,Specific conductance,47861,mS/cm,Final,Actual,1
GSS 0.0-20240109-SR,ClallamCoDCD,Salinity,31,ppt,Final,Actual,1
GSS 0.0-20240109-SR,ClallamCoDCD,Turbidity,6,FNU,Final,Actual,1
GSS 0.0-20240109-SR,ClallamCoDCD,Fecal Coliform,40,cfu/100ml,Final,Actual,1
GSS 0.0-20240222-SR,ClallamCoDCD,"Temperature, water",9,deg C,Final,Actual,1
GSS 0.0-20240222-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
GSS 0.0-20240222-SR,ClallamCoDCD,Dissolved oxygen (DO),7.9,mg/l,Final,Actual,1
GSS 0.0-20240222-SR,ClallamCoDCD,Specific conductance,47565,mS/cm,Final,Actual,1
GSS 0.0-20240222-SR,ClallamCoDCD,Salinity,30.7,ppt,Final,Actual,1
GSS 0.0-20240222-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
GSS 0.0-20240222-SR,ClallamCoDCD,Fecal Coliform,12,cfu/100ml,Final,Actual,1
GSS 0.0-20240312-SR,ClallamCoDCD,"Temperature, water",7.6,deg C,Final,Actual,1
GSS 0.0-20240312-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
GSS 0.0-20240312-SR,ClallamCoDCD,Dissolved oxygen (DO),9.1,mg/l,Final,Actual,1
GSS 0.0-20240312-SR,ClallamCoDCD,Specific conductance,38498,mS/cm,Final,Actual,1
GSS 0.0-20240312-SR,ClallamCoDCD,Salinity,24.2,ppt,Final,Actual,1
GSS 0.0-20240312-SR,ClallamCoDCD,Turbidity,5,FNU,Final,Actual,1
GSS 0.0-20240312-SR,ClallamCoDCD,Fecal Coliform,40,cfu/100ml,Final,Actual,1
GSS 0.0-20240402-SR,ClallamCoDCD,"Temperature, water",12.2,deg C,Final,Actual,1
GSS 0.0-20240402-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
GSS 0.0-20240402-SR,ClallamCoDCD,Dissolved oxygen (DO),8.6,mg/l,Final,Actual,1
GSS 0.0-20240402-SR,ClallamCoDCD,Specific conductance,41246,mS/cm,Final,Actual,1
GSS 0.0-20240402-SR,ClallamCoDCD,Salinity,26.5,ppt,Final,Actual,1
GSS 0.0-20240402-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
GSS 0.0-20240402-SR,ClallamCoDCD,Fecal Coliform,124,cfu/100ml,Final,Actual,1
GSS 0.0-20240514-SR,ClallamCoDCD,"Temperature, water",16.1,deg C,Final,Actual,1
GSS 0.0-20240514-SR,ClallamCoDCD,pH,7.2,None,Final,Actual,1
GSS 0.0-20240514-SR,ClallamCoDCD,Dissolved oxygen (DO),2.5,mg/l,Final,Actual,1
GSS 0.0-20240514-SR,ClallamCoDCD,Specific conductance,44289,mS/cm,Final,Actual,1
GSS 0.0-20240514-SR,ClallamCoDCD,Salinity,28.6,ppt,Final,Actual,1
GSS 0.0-20240514-SR,ClallamCoDCD,Turbidity,200,FNU,Final,Actual,1
GSS 0.0-20240514-SR,ClallamCoDCD,Fecal Coliform,24,cfu/100ml,Final,Actual,1
GSS 0.0-20240611-SR,ClallamCoDCD,"Temperature, water",18.2,deg C,Final,Actual,1
GSS 0.0-20240611-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
GSS 0.0-20240611-SR,ClallamCoDCD,Dissolved oxygen (DO),4.5,mg/l,Final,Actual,1
GSS 0.0-20240611-SR,ClallamCoDCD,Specific conductance,45940,mS/cm,Final,Actual,1
GSS 0.0-20240611-SR,ClallamCoDCD,Salinity,29.9,ppt,Final,Actual,1
GSS 0.0-20240611-SR,ClallamCoDCD,Turbidity,286,FNU,Final,Actual,1
GSS 0.0-20240611-SR,ClallamCoDCD,Fecal Coliform,4,cfu/100ml,Final,Actual,1
GSS 0.0-20240709-SR,ClallamCoDCD,"Temperature, water",22,deg C,Final,Actual,1
GSS 0.0-20240709-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
GSS 0.0-20240709-SR,ClallamCoDCD,Dissolved oxygen (DO),8,mg/l,Final,Actual,1
GSS 0.0-20240709-SR,ClallamCoDCD,Specific conductance,47569,mS/cm,Final,Actual,1
GSS 0.0-20240709-SR,ClallamCoDCD,Salinity,31,ppt,Final,Actual,1
GSS 0.0-20240709-SR,ClallamCoDCD,Turbidity,6,FNU,Final,Actual,1
GSS 0.0-20240709-SR,ClallamCoDCD,Fecal Coliform,36,cfu/100ml,Final,Actual,1
GSS 0.0-20240813-SR,ClallamCoDCD,"Temperature, water",16.8,deg C,Final,Actual,1
GSS 0.0-20240813-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
GSS 0.0-20240813-SR,ClallamCoDCD,Dissolved oxygen (DO),5.6,mg/l,Final,Actual,1
GSS 0.0-20240813-SR,ClallamCoDCD,Specific conductance,44414,mS/cm,Final,Actual,1
GSS 0.0-20240813-SR,ClallamCoDCD,Salinity,29,ppt,Final,Actual,1
GSS 0.0-20240813-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
GSS 0.0-20240813-SR,ClallamCoDCD,Fecal Coliform,28,cfu/100ml,Final,Actual,1
GSS 0.0-20240917-SR,ClallamCoDCD,"Temperature, water",16.1,deg C,Final,Actual,1
GSS 0.0-20240917-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
GSS 0.0-20240917-SR,ClallamCoDCD,Dissolved oxygen (DO),8.1,mg/l,Final,Actual,1
GSS 0.0-20240917-SR,ClallamCoDCD,Specific conductance,45489,mS/cm,Final,Actual,1
GSS 0.0-20240917-SR,ClallamCoDCD,Salinity,29.5,ppt,Final,Actual,1
GSS 0.0-20240917-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
GSS 0.0-20240917-SR,ClallamCoDCD,Fecal Coliform,12,cfu/100ml,Final,Actual,1
GSS 0.0-20241008-SR,ClallamCoDCD,"Temperature, water",11.1,deg C,Final,Actual,1
GSS 0.0-20241008-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
GSS 0.0-20241008-SR,ClallamCoDCD,Dissolved oxygen (DO),4.4,mg/l,Final,Actual,1
GSS 0.0-20241008-SR,ClallamCoDCD,Specific conductance,49593,mS/cm,Final,Actual,1
GSS 0.0-20241008-SR,ClallamCoDCD,Salinity,32,ppt,Final,Actual,1
GSS 0.0-20241008-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
GSS 0.0-20241008-SR,ClallamCoDCD,Fecal Coliform,72,cfu/100ml,Final,Actual,1
GSS 0.0-20241112-SR,ClallamCoDCD,"Temperature, water",9,deg C,Final,Actual,1
GSS 0.0-20241112-SR,ClallamCoDCD,pH,7.2,None,Final,Actual,1
GSS 0.0-20241112-SR,ClallamCoDCD,Dissolved oxygen (DO),0.5,mg/l,Final,Actual,1
GSS 0.0-20241112-SR,ClallamCoDCD,Specific conductance,14160,mS/cm,Final,Actual,1
GSS 0.0-20241112-SR,ClallamCoDCD,Salinity,8.2,ppt,Final,Actual,1
GSS 0.0-20241112-SR,ClallamCoDCD,Turbidity,43,FNU,Final,Actual,1
GSS 0.0-20241112-SR,ClallamCoDCD,Fecal Coliform,182,cfu/100ml,Final,Actual,1
GSS 0.0-20241210-SR,ClallamCoDCD,"Temperature, water",8.1,deg C,Final,Actual,1
GSS 0.0-20241210-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
GSS 0.0-20241210-SR,ClallamCoDCD,Dissolved oxygen (DO),7.8,mg/l,Final,Actual,1
GSS 0.0-20241210-SR,ClallamCoDCD,Specific conductance,47782,mS/cm,Final,Actual,1
GSS 0.0-20241210-SR,ClallamCoDCD,Salinity,31,ppt,Final,Actual,1
GSS 0.0-20241210-SR,ClallamCoDCD,Turbidity,8,FNU,Final,Actual,1
GSS 0.0-20241210-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Hur 0.2-20151124-SR,ClallamCoDCD,"Temperature, water",9.5,deg C,Final,Actual,1
Hur 0.2-20151124-SR,ClallamCoDCD,pH,7.3,None,Final,Actual,1
Hur 0.2-20151124-SR,ClallamCoDCD,Dissolved oxygen (DO),9,mg/l,Final,Actual,1
Hur 0.2-20151124-SR,ClallamCoDCD,Specific conductance,170,mS/cm,Final,Actual,1
Hur 0.2-20151124-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Hur 0.2-20151124-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Hur 0.2-20151124-SR,ClallamCoDCD,Fecal Coliform,36,cfu/100ml,Final,Actual,1
Hur 0.2-20160126-SR,ClallamCoDCD,"Temperature, water",9,deg C,Final,Actual,1
Hur 0.2-20160126-SR,ClallamCoDCD,Specific conductance,175,mS/cm,Final,Actual,1
Hur 0.2-20160126-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Hur 0.2-20160126-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Hur 0.2-20160126-SR,ClallamCoDCD,Gage height,-2.3,ft,Final,Actual,1
Hur 0.2-20160412-SR,ClallamCoDCD,"Temperature, water",9.4,deg C,Final,Actual,1
Hur 0.2-20160412-SR,ClallamCoDCD,pH,7.2,None,Final,Actual,1
Hur 0.2-20160412-SR,ClallamCoDCD,Dissolved oxygen (DO),9.7,mg/l,Final,Actual,1
Hur 0.2-20160412-SR,ClallamCoDCD,Specific conductance,173,mS/cm,Final,Actual,1
Hur 0.2-20160412-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Hur 0.2-20160412-SR,ClallamCoDCD,Turbidity,0,FNU,Final,Actual,1
Hur 0.2-20160412-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Hur 0.2-20160412-SR,ClallamCoDCD,Gage height,-2.25,ft,Final,Actual,1
Hur 0.2-20160816-SR,ClallamCoDCD,"Temperature, water",11.2,deg C,Final,Actual,1
Hur 0.2-20160816-SR,ClallamCoDCD,pH,7.4,None,Final,Actual,1
Hur 0.2-20160816-SR,ClallamCoDCD,Dissolved oxygen (DO),9.2,mg/l,Final,Actual,1
Hur 0.2-20160816-SR,ClallamCoDCD,Specific conductance,170,mS/cm,Final,Actual,1
Hur 0.2-20160816-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Hur 0.2-20160816-SR,ClallamCoDCD,Turbidity,0,FNU,Final,Actual,1
Hur 0.2-20160816-SR,ClallamCoDCD,Fecal Coliform,40,cfu/100ml,Final,Actual,1
Hur 0.2-20160816-SR,ClallamCoDCD,Gage height,-2.3,ft,Final,Actual,1
Hur 0.2-20161115-SR,ClallamCoDCD,"Temperature, water",10.2,deg C,Final,Actual,1
Hur 0.2-20161115-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
Hur 0.2-20161115-SR,ClallamCoDCD,Dissolved oxygen (DO),8.7,mg/l,Final,Actual,1
Hur 0.2-20161115-SR,ClallamCoDCD,Specific conductance,163,mS/cm,Final,Actual,1
Hur 0.2-20161115-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Hur 0.2-20161115-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
